000000,0,7106
400002,0,1,00,32450000,32450000,20010716,0,0,NBCN     ,0.000000,,0,999999999,0
400005,0,1,00,189529120,189529120,20010827,0,0,NBCN     ,0.000000,,0,999999999,0
400006,0,1,00,860900000,416967666,20010824,0,0,NBCN     ,0.000000,,0,999999999,0
400007,0,1,00,87005040,87005040,20010824,0,0,NBCN     ,0.000000,,0,999999999,0
400008,0,1,00,126401004,27491484,20011210,0,0,NBCN     ,0.000000,,0,999999999,0
400009,0,1,00,54991350,54991350,20011226,0,0,NBCN     ,0.000000,,0,999999999,0
400010,0,1,00,31050000,31050000,20020605,0,0,NBCN     ,0.000000,,0,999999999,0
400011,0,1,00,1576921067,326614510,20021025,0,0,NBCN     ,0.000000,,0,999999999,0
400012,0,1,00,398924769,388846475,20020920,0,0,NBCN     ,0.000000,,0,999999999,0
400013,0,1,00,106258095,56501795,20020927,0,0,NBCN     ,0.000000,,0,999999999,0
400016,0,1,00,311036124,311036124,20040116,0,0,NBCN     ,0.000000,,0,999999999,0
400017,0,1,00,179709871,111533063,20040317,0,0,NBCN     ,0.000000,,0,999999999,0
400018,0,1,00,114350262,41990000,20040512,0,0,NBCN     ,0.000000,,0,999999999,0
400019,0,1,00,225233150,216983150,20040521,0,0,NBCN     ,0.000000,,0,999999999,0
400020,0,1,00,288961676,106321720,20040526,0,0,NBCN     ,0.000000,,0,999999999,0
400021,0,1,00,367560000,260018000,20040526,0,0,NBCN     ,0.000000,,0,999999999,0
400022,0,1,00,157021602,99714998,20040521,0,0,NBCN     ,0.000000,,0,999999999,0
400023,0,1,00,248718128,207876123,20040528,0,0,NBCN     ,0.000000,,0,999999999,0
400025,0,1,00,84032000,48880000,20040528,0,0,NBCN     ,0.000000,,0,999999999,0
400026,0,1,00,184657283,107074456,20040526,0,0,NBCN     ,0.000000,,0,999999999,0
400027,0,1,00,446039218,226825168,20040528,0,0,NBCN     ,0.000000,,0,999999999,0
400028,0,1,00,306868102,304077201,20040526,0,0,NBCN     ,0.000000,,0,999999999,0
400029,0,1,00,239243921,76645059,20041119,0,0,NBCN     ,0.000000,,0,999999999,0
400030,0,1,00,1333484276,819464944,20041122,0,0,NBCN     ,0.000000,,0,999999999,0
400031,0,1,00,562415299,377342558,20041122,0,0,NBCN     ,0.000000,,0,999999999,0
400032,0,1,00,75807654,50537654,20041126,0,0,NBCN     ,0.000000,,0,999999999,0
400033,0,1,00,364867672,235741974,20041201,0,0,NBCN     ,0.000000,,0,999999999,0
400035,0,1,00,649683147,356946202,20041203,0,0,NBCN     ,0.000000,,0,999999999,0
400036,0,1,00,371412567,317745787,20041201,0,0,NBCN     ,0.000000,,0,999999999,0
400037,0,1,00,1086639425,578895099,20050603,0,0,NBCN     ,0.000000,,0,999999999,0
400039,0,1,00,458616038,266240000,20051012,0,0,NBCN     ,0.000000,,0,999999999,0
400040,0,1,00,164308602,56308602,20051123,0,0,NBCN     ,0.000000,,0,999999999,0
